@relation TestInstances

@attribute room {window,door,kitchen,undefined}
@attribute magneticY numeric
@attribute magneticZ numeric
@attribute rssValue0 numeric
@attribute rssValue1 numeric
@attribute rssValue2 numeric
@attribute rssValue3 numeric
@attribute rssValue4 numeric
@attribute rssValue5 numeric
@attribute rssValue6 numeric
@attribute rssValue7 numeric

@data
window,18,-39,-66,-36,-87,-96,0,0,0,0
window,16,-40,-66,-36,-87,-96,0,0,0,0
window,14,-40,-66,-36,-87,-96,0,0,0,0
window,14,-40,-73,-37,-86,-96,0,0,0,0
window,16,-39,-73,-37,-86,-96,0,0,0,0
window,15,-39,-73,-37,-86,-96,0,0,0,0
window,15,-39,-68,-35,-86,-95,0,0,0,0
window,15,-39,-64,-34,-83,-95,0,0,0,0
window,17,-38,-64,-34,-83,-95,0,0,0,0
window,18,-38,-64,-34,-83,-95,0,0,0,0
window,17,-38,-64,-34,-83,-95,0,0,0,0
window,19,-38,-64,-34,-83,-95,0,0,0,0
window,19,-38,-66,-37,-87,-95,0,0,0,0
window,20,-37,-66,-37,-87,-95,0,0,0,0
window,20,-38,-66,-37,-87,-95,0,0,0,0
window,18,-38,-63,-35,-87,-95,0,0,0,0
window,17,-39,-63,-35,-87,-95,0,0,0,0
window,16,-40,-63,-35,-87,-95,0,0,0,0
window,14,-40,-63,-35,-87,-95,0,0,0,0
window,14,-40,-63,-36,-87,-96,0,0,0,0
window,15,-40,-63,-36,-87,-96,0,0,0,0
window,14,-40,-63,-36,-87,-96,0,0,0,0
window,14,-40,-63,-35,-87,-96,0,0,0,0
window,13,-40,-63,-35,-87,-96,0,0,0,0
window,14,-40,-63,-35,-87,-96,0,0,0,0
window,15,-40,-63,-35,-87,-96,0,0,0,0
window,15,-39,-63,-35,-87,-96,0,0,0,0
window,15,-39,-66,-35,-85,-96,0,0,0,0
window,16,-39,-66,-35,-85,-96,0,0,0,0
window,15,-40,-66,-35,-85,-96,0,0,0,0
window,18,-39,-66,-35,-85,-96,0,0,0,0
window,18,-39,-66,-36,-86,-96,0,0,0,0
window,19,-38,-66,-36,-86,-96,0,0,0,0
window,20,-38,-66,-36,-86,-96,0,0,0,0
window,19,-38,-66,-36,-86,-96,0,0,0,0
window,19,-38,-74,-36,-86,-96,0,0,0,0
window,17,-39,-74,-36,-86,-96,0,0,0,0
window,14,-40,-74,-36,-86,-96,0,0,0,0
window,14,-40,-65,-39,-87,-96,0,0,0,0
window,13,-41,-65,-39,-87,-96,0,0,0,0
window,13,-41,-62,-35,-86,-96,0,0,0,0
window,11,-41,-62,-35,-86,-96,0,0,0,0
window,13,-40,-62,-35,-86,-96,0,0,0,0
window,13,-40,-63,-36,-86,-96,0,0,0,0
window,14,-40,-63,-36,-86,-96,0,0,0,0
window,16,-39,-63,-36,-86,-96,0,0,0,0
window,16,-39,-71,-36,-86,-96,0,0,0,0
window,18,-38,-71,-36,-86,-96,0,0,0,0
window,17,-38,-71,-36,-86,-96,0,0,0,0
window,16,-39,-71,-36,-86,-96,0,0,0,0
window,16,-39,-63,-40,-86,-97,0,0,0,0
window,15,-40,-63,-40,-86,-97,0,0,0,0
window,13,-40,-63,-40,-86,-97,0,0,0,0
window,13,-40,-62,-43,-86,-97,0,0,0,0
window,14,-40,-62,-43,-86,-97,0,0,0,0
window,15,-40,-62,-43,-86,-97,0,0,0,0
window,15,-40,-65,-38,-86,-97,0,0,0,0
window,16,-40,-65,-38,-86,-97,0,0,0,0
window,17,-39,-65,-38,-86,-97,0,0,0,0
window,18,-39,-65,-38,-86,-97,0,0,0,0
window,17,-39,-65,-38,-86,-97,0,0,0,0
window,16,-39,-65,-38,-86,-97,0,0,0,0
window,15,-40,-65,-38,-86,-97,0,0,0,0
window,14,-40,-65,-38,-86,-97,0,0,0,0
window,14,-40,-60,-37,-86,-97,0,0,0,0
window,15,-40,-60,-37,-86,-97,0,0,0,0
window,13,-41,-60,-37,-86,-97,0,0,0,0
window,15,-41,-60,-37,-86,-97,0,0,0,0
window,15,-41,-61,-37,-86,-97,0,0,0,0
window,16,-41,-61,-37,-86,-97,0,0,0,0
window,17,-41,-61,-37,-86,-97,0,0,0,0
